AVG Arrivals,AVG Served,AVG Delay,AVG Delay Regular,AVG Delay Service Desk
924.82,821.97,14.371045030106199,17.632631335172064,9.756457636838956,
906.46,814.35,13.036679934775291,14.481673173378846,10.100468739062679,
879.42,794.61,12.62872533138377,13.632524674700857,10.415801647546282,
896.95,801.63,13.35176664461262,15.899017229616618,10.547719331167922,
924.01,825.05,14.78380433731641,17.866521734227266,9.718973182543486,
917.74,815.28,14.638155309201471,16.43430707678121,10.740111034544173,
914.9,809.7,14.140376391691163,16.683203879571593,10.181335343312005,
912.36,818.48,13.78238218256974,16.37767285641987,9.243078704062079,
904.73,813.03,13.442432442002346,15.2577188095904,10.827335364096298,
921.63,815.37,14.035115804625976,15.735828827906133,10.300151716460356,
865.56,793.36,11.142168677632661,12.318671636951773,10.005655746989293,
909.13,815.89,13.850757269468529,15.348756412929,10.587838950745525,
902.45,810.21,13.275250551858072,15.160197031050835,9.917613630072315,
897.86,800.87,13.220493079527945,15.763777748188629,10.27185734489922,
897.81,810.84,12.6926020162131,14.306167643431195,10.406242759687487,
918.06,812.21,14.093873981290253,16.233871083789733,10.20369556254965,
934.88,824.26,14.869975169234728,17.31875971167987,9.791444493409319,
904.12,811.04,13.542008518976145,15.62076890213507,10.22130217037872,
891.97,805.92,12.675597167399596,14.140756533375741,9.833371060031164,
906.98,815.85,13.60034804889418,15.557647755958222,9.198957441408739,
907.26,815.71,13.43039140932074,14.856214569633632,9.932373471323487,
899.73,809.06,13.452102585415375,15.83580901095275,10.19517965650442,
891.69,808.72,12.806294964262385,14.31973345667346,10.810026055323313,
878.47,798.8,11.937611548550423,13.375281809376505,10.466726372082952,
909.53,813.73,13.808649071829493,16.303850812827662,9.794367943919172,
916.69,820.14,13.695534371398852,16.329075777905363,9.411305207064219,
884.66,803.47,11.996347523185923,12.548833276124762,10.822259975055417,
873.81,789.92,11.942191821032452,13.1629872867299,10.024591543917161,
931.34,818.9,14.657218941333248,16.862020733538106,10.143318274250504,
901.23,814.75,12.505302165739486,14.023258554631637,9.020217682132648,
911.26,812.04,13.538544029243662,15.230506854504116,10.553292719921316,
868.07,790.61,11.529961598232937,12.622537785390088,10.050736920498105,
908.14,807.14,13.812670514942155,16.567006501898483,9.512237095157696,
931.8,832.45,14.287452447895669,15.921579701661868,10.132271496084035,
907.6,814.09,13.79869925944975,14.298166598710617,11.064228142355665,
896.18,803.15,12.110895397762658,13.521853841310548,9.844866196255051,
925.28,821.32,14.156853031360017,16.096761917961302,10.199307894419576,
949.21,834.92,15.854556854179764,18.581579323104062,10.237662184658552,
974.02,834.49,16.544480648733074,18.644963969870965,10.038611225464022,
880.52,803.34,11.904970695949855,12.779515619388057,10.71279256472404,
865.33,786.79,11.075244852727188,11.63219906661201,10.696559646267303,
910.41,815.48,13.93552371840286,15.668216100919121,10.415610589077039,
885.11,802.37,12.610322547725213,14.491091410807526,11.673113965992625,
922.9,816.29,14.432493169262758,17.50375328724381,10.74152470553129,
906.34,801.4,13.585999380451408,16.072544775861378,10.054317415623656,
886.22,800.74,12.433365429173032,13.929126854432344,10.091624342862906,
888.07,804.05,12.197218710049945,14.14964236922199,10.23192864060887,
869.27,796.68,11.49534629004811,12.525342060009278,10.369509331944693,
904.35,815.59,14.165968442511325,17.31348907451939,11.104544834132266,
898.5,800.43,13.141241483363304,14.970336000052635,9.759532205144291,
884.61,794.12,12.164386374225868,13.075690490276552,10.462473810445891,
907.76,812.76,13.363381949656837,15.168345353635672,10.720509166102069,
890.05,801.61,12.786859331086069,14.11457711674218,10.41830069558519,
911.25,815.39,13.704449021958691,15.549389630236787,10.504551691970294,
912.6,814.03,13.813445370988886,15.268296589854106,10.511590702354162,
922.63,826.2,14.05697288259948,15.193619833520568,11.313955016789903,
899.29,809.76,13.055493981590434,14.589246052537794,10.755680276479872,
924.72,822.65,14.566023104498989,16.431536185635412,10.663472220828348,
896.4,804.25,12.781354154040587,15.303805134426376,9.164247918031755,
915.29,812.25,14.234894901211021,16.66272913113842,10.659004039617464,
896.24,807.56,12.765915301762504,14.349579239243518,10.447910953932354,
880.71,799.93,12.620949192969622,14.32666767293016,10.195521844273298,
890.73,804.28,12.580121258763125,13.909664523596549,11.013790676080449,
904.42,810.71,13.12572058666879,14.85327672701542,10.048044373998442,
899.28,810.01,13.83533335869054,15.584838070052692,11.20725206328831,
904.15,808.57,13.40848460788502,14.94393540658677,11.431718320505322,
902.42,809.43,13.5843500055526,15.957044549307184,10.570182105425323,
908.81,812.39,14.097428643459224,15.62218957862644,11.150640166891963,
895.71,808.76,13.022748545541157,15.34110575397653,9.674136197959227,
938.68,820.57,15.274286196591683,18.207831623842143,10.892237059963437,
887.72,805.6,12.30396926381199,13.917242534909745,8.906365812611554,
908.97,814.15,13.82459501110772,14.697112104408163,11.438192165816524,
878.32,797.33,11.931141522483456,12.895190557847952,10.101712896706271,
936.92,823.67,14.852475980626851,17.387978587281637,10.87740813464336,
907.8,812.54,13.311922522058417,14.295454289257512,10.51564524097324,
